Year,Country,Region,Sex,Age Group,Applications
2022,Lebanon,Middle East,Male,25 to 39,5
2022,Liberia,Africa Sub-Saharan,Male,25 to 39,1
2022,Libya,Africa North,Female,17 and under,1
2022,Libya,Africa North,Female,25 to 39,1
2022,Libya,Africa North,Female,40 and over,1
2022,Libya,Africa North,Male,17 and under,3
2022,Libya,Africa North,Female,40 and over,1
2022,Libya,Africa North,Male,17 and under,2
2022,Libya,Africa North,Male,18 to 24,14
2022,Libya,Africa North,Male,25 to 39,31
2022,Libya,Africa North,Male,40 and over,1
2022,Mali,Africa Sub-Saharan,Male,25 to 39,1
2022,Moldova,Europe Other,Male,25 to 39,1
2022,Montenegro,Europe Other,Male,25 to 39,1
2022,Morocco,Africa North,Female,25 to 39,1
2022,Morocco,Africa North,Female,40 and over,1
2022,Morocco,Africa North,Male,18 to 24,5
2022,Morocco,Africa North,Male,25 to 39,4
2022,Morocco,Africa North,Male,40 and over,1
2022,Nigeria,Africa Sub-Saharan,Female,17 and under,2
2022,Nigeria,Africa Sub-Saharan,Male,17 and under,1
2022,Nigeria,Africa Sub-Saharan,Female,25 to 39,2
2022,Nigeria,Africa Sub-Saharan,Male,18 to 24,3
2022,Nigeria,Africa Sub-Saharan,Male,25 to 39,3
2022,Nigeria,Africa Sub-Saharan,Male,17 and under,2
2022,North Macedonia,Europe Other,Male,40 and over,1
2022,North Macedonia,Europe Other,Unknown,25 to 39,1
2022,Occupied Palestinian Territories,Middle East,Female,25 to 39,1
2022,Occupied Palestinian Territories,Middle East,Male,17 and under,2
2022,Occupied Palestinian Territories,Middle East,Male,18 to 24,2
2022,Occupied Palestinian Territories,Middle East,Male,25 to 39,16
2022,Occupied Palestinian Territories,Middle East,Male,40 and over,2
2022,Occupied Palestinian Territories,Middle East,Male,17 and under,1
2022,Other and unknown,Other,Male,25 to 39,1
2022,Pakistan,Asia South,Female,17 and under,1
2022,Pakistan,Asia South,Female,40 and over,1
2022,Pakistan,Asia South,Male,17 and under,3
2022,Pakistan,Asia South,Male,18 to 24,16
2022,Pakistan,Asia South,Male,25 to 39,38
2022,Pakistan,Asia South,Male,40 and over,10
2022,Pakistan,Asia South,Male,17 and under,1
2022,Refugee,Other,Male,40 and over,1
2022,Saudi Arabia,Middle East,Male,40 and over,1
2022,Senegal,Africa Sub-Saharan,Male,18 to 24,1
2022,Sierra Leone,Africa Sub-Saharan,Female,18 to 24,1
2022,Sierra Leone,Africa Sub-Saharan,Male,18 to 24,1
2022,Sierra Leone,Africa Sub-Saharan,Female,17 and under,1
2022,Somalia,Africa Sub-Saharan,Female,25 to 39,2
2022,Somalia,Africa Sub-Saharan,Male,17 and under,1
2022,Somalia,Africa Sub-Saharan,Female,25 to 39,1
2022,Somalia,Africa Sub-Saharan,Male,17 and under,1
2022,Somalia,Africa Sub-Saharan,Male,18 to 24,8
2022,Somalia,Africa Sub-Saharan,Male,25 to 39,6
2022,Somalia,Africa Sub-Saharan,Male,40 and over,2
2022,Somalia,Africa Sub-Saharan,Male,17 and under,5
2022,South Sudan,Africa Sub-Saharan,Female,17 and under,4
2022,South Sudan,Africa Sub-Saharan,Male,17 and under,2
2022,South Sudan,Africa Sub-Saharan,Unknown,17 and under,1
2022,South Sudan,Africa Sub-Saharan,Female,18 to 24,1
2022,South Sudan,Africa Sub-Saharan,Female,25 to 39,2
2022,South Sudan,Africa Sub-Saharan,Male,17 and under,6
2022,South Sudan,Africa Sub-Saharan,Male,18 to 24,22
2022,South Sudan,Africa Sub-Saharan,Male,25 to 39,5
2022,South Sudan,Africa Sub-Saharan,Male,17 and under,14
2022,South Sudan,Africa Sub-Saharan,Male,18 to 24,1
2022,Sri Lanka,Asia South,Female,18 to 24,1
2022,Sri Lanka,Asia South,Male,18 to 24,15
2022,Sri Lanka,Asia South,Male,25 to 39,36
2022,Sri Lanka,Asia South,Male,40 and over,4
2022,Stateless,Other,Female,17 and under,5
2022,Stateless,Other,Female,25 to 39,2
2022,Stateless,Other,Male,17 and under,4
2022,Stateless,Other,Male,18 to 24,2
2022,Stateless,Other,Unknown,17 and under,3
2022,Stateless,Other,Unknown,25 to 39,1
2022,Stateless,Other,Female,25 to 39,3
2022,Stateless,Other,Female,40 and over,1
2022,Stateless,Other,Male,18 to 24,10
2022,Stateless,Other,Male,25 to 39,27
2022,Stateless,Other,Male,40 and over,7
2022,Stateless,Other,Male,17 and under,4
2022,Sudan,Africa North,Female,17 and under,4
2022,Sudan,Africa North,Female,25 to 39,3
2022,Sudan,Africa North,Male,17 and under,4
2022,Sudan,Africa North,Female,18 to 24,5
2022,Sudan,Africa North,Female,25 to 39,4
2022,Sudan,Africa North,Female,40 and over,2
2022,Sudan,Africa North,Male,17 and under,27
2022,Sudan,Africa North,Male,18 to 24,285
2022,Sudan,Africa North,Male,25 to 39,215
2022,Sudan,Africa North,Male,40 and over,9
2022,Sudan,Africa North,Female,17 and under,1
2022,Sudan,Africa North,Male,17 and under,113
2022,Sudan,Africa North,Male,18 to 24,2
2022,Syria,Middle East,Female,17 and under,35
2022,Syria,Middle East,Female,18 to 24,11
2022,Syria,Middle East,Female,25 to 39,17
2022,Syria,Middle East,Female,40 and over,1
2022,Syria,Middle East,Male,17 and under,47
2022,Syria,Middle East,Male,18 to 24,1
2022,Syria,Middle East,Male,25 to 39,1
2022,Syria,Middle East,Unknown,17 and under,5
2022,Syria,Middle East,Female,17 and under,3
2022,Syria,Middle East,Female,18 to 24,2
2022,Syria,Middle East,Female,25 to 39,6
2022,Syria,Middle East,Female,40 and over,5
2022,Syria,Middle East,Male,17 and under,19
2022,Syria,Middle East,Male,18 to 24,385
2022,Syria,Middle East,Male,25 to 39,324
2022,Syria,Middle East,Male,40 and over,49
2022,Syria,Middle East,Unknown,18 to 24,1
2022,Syria,Middle East,Female,17 and under,2
2022,Syria,Middle East,Male,17 and under,61
2022,Tajikistan,Asia Central,Male,25 to 39,2
2022,Tanzania,Africa Sub-Saharan,Male,25 to 39,3
2022,Tanzania,Africa Sub-Saharan,Male,40 and over,1
2022,Tunisia,Africa North,Female,25 to 39,2
2022,Tunisia,Africa North,Male,18 to 24,1
2022,Tunisia,Africa North,Male,25 to 39,7
2022,Tunisia,Africa North,Male,40 and over,1
2022,Turkey,Europe Other,Female,17 and under,4
2022,Turkey,Europe Other,Female,18 to 24,2
2022,Turkey,Europe Other,Male,17 and under,2
2022,Turkey,Europe Other,Male,18 to 24,1
2022,Turkey,Europe Other,Male,25 to 39,1
2022,Turkey,Europe Other,Female,18 to 24,12
2022,Turkey,Europe Other,Female,25 to 39,4
2022,Turkey,Europe Other,Female,40 and over,3
2022,Turkey,Europe Other,Male,17 and under,6
2022,Turkey,Europe Other,Male,18 to 24,206
2022,Turkey,Europe Other,Male,25 to 39,148
2022,Turkey,Europe Other,Male,40 and over,27
2022,Turkey,Europe Other,Male,17 and under,60
2022,Vietnam,Asia South East,Female,18 to 24,5
2022,Vietnam,Asia South East,Female,25 to 39,4
2022,Vietnam,Asia South East,Female,40 and over,1
2022,Vietnam,Asia South East,Female,18 to 24,9
2022,Vietnam,Asia South East,Female,25 to 39,11
2022,Vietnam,Asia South East,Female,40 and over,4
2022,Vietnam,Asia South East,Male,17 and under,3
2022,Vietnam,Asia South East,Male,18 to 24,24
2022,Vietnam,Asia South East,Male,25 to 39,47
2022,Vietnam,Asia South East,Male,40 and over,9
2022,Vietnam,Asia South East,Male,17 and under,4
2022,Yemen,Middle East,Male,18 to 24,15
2022,Yemen,Middle East,Male,25 to 39,32
2022,Yemen,Middle East,Male,40 and over,1
2022,Yemen,Middle East,Male,17 and under,1
2022,Zimbabwe,Africa Sub-Saharan,Male,18 to 24,1
2022,Afghanistan,Asia Central,Female,17 and under,9
2022,Afghanistan,Asia Central,Female,18 to 24,2
2022,Afghanistan,Asia Central,Female,25 to 39,9
2022,Afghanistan,Asia Central,Female,40 and over,1
2022,Afghanistan,Asia Central,Male,17 and under,27
2022,Afghanistan,Asia Central,Male,18 to 24,140
2022,Afghanistan,Asia Central,Male,25 to 39,77
2022,Afghanistan,Asia Central,Male,40 and over,7
2022,Albania,Europe Other,Female,17 and under,74
2022,Albania,Europe Other,Female,18 to 24,53
2022,Albania,Europe Other,Female,25 to 39,96
2022,Albania,Europe Other,Female,40 and over,20
2022,Albania,Europe Other,Male,17 and under,147
2022,Albania,Europe Other,Male,18 to 24,520
2022,Albania,Europe Other,Male,25 to 39,558
2022,Albania,Europe Other,Male,40 and over,127
2022,Albania,Europe Other,Unknown,17 and under,3
2022,Albania,Europe Other,Unknown,18 to 24,16
2022,Albania,Europe Other,Unknown,25 to 39,11
2022,Albania,Europe Other,Unknown,40 and over,4
2022,Algeria,Africa North,Male,18 to 24,4
2022,Algeria,Africa North,Male,25 to 39,6
2022,Bangladesh,Asia South,Male,18 to 24,2
2022,Burkina,Africa Sub-Saharan,Male,18 to 24,1
2022,Chad,Africa Sub-Saharan,Male,25 to 39,3
2022,Egypt,Africa North,Female,17 and under,1
2022,Egypt,Africa North,Female,25 to 39,1
2022,Egypt,Africa North,Male,17 and under,5
2022,Egypt,Africa North,Male,18 to 24,31
2022,Egypt,Africa North,Male,25 to 39,14
2022,Egypt,Africa North,Male,40 and over,5
2022,Eritrea,Africa Sub-Saharan,Female,17 and under,10
2022,Eritrea,Africa Sub-Saharan,Female,18 to 24,10
2022,Eritrea,Africa Sub-Saharan,Female,25 to 39,18
2022,Eritrea,Africa Sub-Saharan,Female,40 and over,2
2022,Eritrea,Africa Sub-Saharan,Male,17 and under,11
2022,Eritrea,Africa Sub-Saharan,Male,18 to 24,24
2022,Eritrea,Africa Sub-Saharan,Male,25 to 39,17
2022,Eritrea,Africa Sub-Saharan,Male,40 and over,2
2022,Ethiopia,Africa Sub-Saharan,Female,17 and under,2
2022,Ethiopia,Africa Sub-Saharan,Female,18 to 24,2
2022,Ethiopia,Africa Sub-Saharan,Female,25 to 39,5
2022,Ethiopia,Africa Sub-Saharan,Female,40 and over,1
2022,Ethiopia,Africa Sub-Saharan,Male,17 and under,3
2022,Ethiopia,Africa Sub-Saharan,Male,18 to 24,3
2022,Ethiopia,Africa Sub-Saharan,Male,25 to 39,9
2022,Georgia,Europe Other,Female,18 to 24,1
2022,Georgia,Europe Other,Female,25 to 39,3
2022,Georgia,Europe Other,Male,18 to 24,1
2022,Georgia,Europe Other,Male,25 to 39,13
2022,Georgia,Europe Other,Male,40 and over,5
2022,Georgia,Europe Other,Unknown,25 to 39,1
2022,Guinea,Africa Sub-Saharan,Male,17 and under,1
2022,Guinea,Africa Sub-Saharan,Male,25 to 39,1
2022,India,Asia South,Female,18 to 24,1
2022,India,Asia South,Female,25 to 39,1
2022,India,Asia South,Male,18 to 24,2
2022,India,Asia South,Male,25 to 39,6
2022,India,Asia South,Male,40 and over,2
2022,India,Asia South,Unknown,25 to 39,1
2022,Indonesia,Asia South East,Female,25 to 39,1
2022,Iran,Middle East,Female,17 and under,5
2022,Iran,Middle East,Female,18 to 24,5
2022,Iran,Middle East,Female,25 to 39,16
2022,Iran,Middle East,Female,40 and over,3
2022,Iran,Middle East,Male,17 and under,24
2022,Iran,Middle East,Male,18 to 24,57
2022,Iran,Middle East,Male,25 to 39,47
2022,Iran,Middle East,Male,40 and over,9
2022,Iran,Middle East,Unknown,17 and under,3
2022,Iraq,Middle East,Female,17 and under,25
2022,Iraq,Middle East,Female,18 to 24,12
2022,Iraq,Middle East,Female,25 to 39,20
2022,Iraq,Middle East,Female,40 and over,8
2022,Iraq,Middle East,Male,17 and under,26
2022,Iraq,Middle East,Male,18 to 24,44
2022,Iraq,Middle East,Male,25 to 39,60
2022,Iraq,Middle East,Male,40 and over,11
2022,Kosovo,Europe Other,Male,25 to 39,1
2022,Kosovo,Europe Other,Male,40 and over,1
2022,Kuwait,Middle East,Female,17 and under,4
2022,Kuwait,Middle East,Female,25 to 39,1
2022,Kuwait,Middle East,Female,40 and over,2
2022,Kuwait,Middle East,Male,17 and under,2
2022,Kuwait,Middle East,Male,18 to 24,1
2022,Kuwait,Middle East,Male,25 to 39,3
2022,Kuwait,Middle East,Male,40 and over,1
2022,Lebanon,Middle East,Male,40 and over,1
2022,Libya,Africa North,Female,17 and under,1
2022,Libya,Africa North,Female,25 to 39,1
2022,Libya,Africa North,Male,25 to 39,4
2022,Libya,Africa North,Male,40 and over,1
2022,Libya,Africa North,Unknown,25 to 39,1
2022,Mali,Africa Sub-Saharan,Male,17 and under,1
2022,Montenegro,Europe Other,Male,18 to 24,1
2022,Morocco,Africa North,Male,17 and under,1
2022,Morocco,Africa North,Male,25 to 39,1
2022,Nigeria,Africa Sub-Saharan,Male,25 to 39,1
2022,North Macedonia,Europe Other,Male,18 to 24,1
2022,Occupied Palestinian Territories,Middle East,Male,40 and over,1
2022,Pakistan,Asia South,Male,18 to 24,2
2022,Pakistan,Asia South,Male,25 to 39,4
2022,Sierra Leone,Africa Sub-Saharan,Male,18 to 24,1
2022,Somalia,Africa Sub-Saharan,Female,17 and under,1
2022,Somalia,Africa Sub-Saharan,Female,18 to 24,1
2022,Somalia,Africa Sub-Saharan,Male,25 to 39,5
2022,South Sudan,Africa Sub-Saharan,Male,18 to 24,4
2022,Sri Lanka,Asia South,Male,18 to 24,1
2022,Sri Lanka,Asia South,Male,25 to 39,2
2022,Stateless,Other,Male,17 and under,1
2022,Stateless,Other,Male,18 to 24,7
2022,Stateless,Other,Male,25 to 39,4
2022,Stateless,Other,Male,40 and over,1
2022,Sudan,Africa North,Female,17 and under,2
2022,Sudan,Africa North,Male,17 and under,21
2022,Sudan,Africa North,Male,18 to 24,45
2022,Sudan,Africa North,Male,25 to 39,30
2022,Sudan,Africa North,Male,40 and over,1
2022,Sudan,Africa North,Unknown,18 to 24,1
2022,Syria,Middle East,Female,17 and under,2
2022,Syria,Middle East,Female,18 to 24,1
2022,Syria,Middle East,Female,25 to 39,5
2022,Syria,Middle East,Male,17 and under,11
2022,Syria,Middle East,Male,18 to 24,64
2022,Syria,Middle East,Male,25 to 39,49
2022,Syria,Middle East,Male,40 and over,3
2022,Syria,Middle East,Unknown,18 to 24,1
2022,Tanzania,Africa Sub-Saharan,Male,25 to 39,1
2022,Tanzania,Africa Sub-Saharan,Male,40 and over,1
2022,Tunisia,Africa North,Male,17 and under,1
2022,Tunisia,Africa North,Male,25 to 39,1
2022,Turkey,Europe Other,Male,17 and under,1
2022,Turkey,Europe Other,Male,18 to 24,25
2022,Turkey,Europe Other,Male,25 to 39,20
2022,Turkey,Europe Other,Male,40 and over,3
2022,Vietnam,Asia South East,Female,25 to 39,2
2022,Vietnam,Asia South East,Female,40 and over,2
2022,Vietnam,Asia South East,Male,18 to 24,3
2022,Vietnam,Asia South East,Male,25 to 39,5
2022,Vietnam,Asia South East,Male,40 and over,1
2022,Yemen,Middle East,Male,18 to 24,2
2022,Yemen,Middle East,Male,25 to 39,4
2022,Afghanistan,Asia Central,Female,17 and under,42
2022,Afghanistan,Asia Central,Female,18 to 24,13
2022,Afghanistan,Asia Central,Female,25 to 39,30
2022,Afghanistan,Asia Central,Female,40 and over,4
2022,Afghanistan,Asia Central,Male,17 and under,62
2022,Afghanistan,Asia Central,Male,25 to 39,1
2022,Afghanistan,Asia Central,Female,18 to 24,7
2022,Afghanistan,Asia Central,Female,25 to 39,11
2022,Afghanistan,Asia Central,Female,40 and over,7
2022,Afghanistan,Asia Central,Male,17 and under,263
2022,Afghanistan,Asia Central,Male,18 to 24,1722
2022,Afghanistan,Asia Central,Male,25 to 39,1043
2022,Afghanistan,Asia Central,Male,40 and over,57
2022,Afghanistan,Asia Central,Unknown,18 to 24,2
2022,Afghanistan,Asia Central,Female,17 and under,2
2022,Afghanistan,Asia Central,Male,17 and under,469
2022,Afghanistan,Asia Central,Male,18 to 24,9
2022,Afghanistan,Asia Central,Male,25 to 39,2
2022,Afghanistan,Asia Central,Unknown,17 and under,1
2022,Albania,Europe Other,Female,17 and under,38
2022,Albania,Europe Other,Female,18 to 24,20
2022,Albania,Europe Other,Female,25 to 39,25
2022,Albania,Europe Other,Female,40 and over,8
2022,Albania,Europe Other,Male,17 and under,49
2022,Albania,Europe Other,Male,18 to 24,1
2022,Albania,Europe Other,Male,25 to 39,2
2022,Albania,Europe Other,Female,17 and under,3
2022,Albania,Europe Other,Female,18 to 24,21
2022,Albania,Europe Other,Female,25 to 39,32
2022,Albania,Europe Other,Female,40 and over,11
2022,Albania,Europe Other,Male,17 and under,5
2022,Albania,Europe Other,Male,18 to 24,316
2022,Albania,Europe Other,Male,25 to 39,390
2022,Albania,Europe Other,Male,40 and over,89
2022,Albania,Europe Other,Unknown,18 to 24,1
2022,Albania,Europe Other,Unknown,25 to 39,1
2022,Albania,Europe Other,Female,17 and under,1
2022,Albania,Europe Other,Male,17 and under,38
2022,Algeria,Africa North,Female,40 and over,1
2022,Algeria,Africa North,Male,17 and under,1
2022,Algeria,Africa North,Male,18 to 24,6
2022,Algeria,Africa North,Male,25 to 39,29
2022,Algeria,Africa North,Male,40 and over,2
2022,Algeria,Africa North,Male,17 and under,1
2022,Bangladesh,Asia South,Male,18 to 24,1
2022,Bangladesh,Asia South,Male,25 to 39,2
2022,Bangladesh,Asia South,Male,40 and over,1
2022,Burkina,Africa Sub-Saharan,Male,17 and under,1
2022,Burkina,Africa Sub-Saharan,Male,18 to 24,1
2022,Burkina,Africa Sub-Saharan,Male,25 to 39,1
2022,Burkina,Africa Sub-Saharan,Male,17 and under,3
2022,Cameroon,Africa Sub-Saharan,Male,25 to 39,1
2022,Chad,Africa Sub-Saharan,Male,17 and under,1
2022,Chad,Africa Sub-Saharan,Male,18 to 24,7
2022,Chad,Africa Sub-Saharan,Male,25 to 39,4
2022,Chad,Africa Sub-Saharan,Male,40 and over,1
2022,Chad,Africa Sub-Saharan,Male,17 and under,3
2022,Cyprus (Northern part of),Europe Other,Male,25 to 39,1
2022,Egypt,Africa North,Female,25 to 39,1
2022,Egypt,Africa North,Male,17 and under,4
2022,Egypt,Africa North,Female,18 to 24,1
2022,Egypt,Africa North,Female,25 to 39,2
2022,Egypt,Africa North,Male,17 and under,11
2022,Egypt,Africa North,Male,18 to 24,89
2022,Egypt,Africa North,Male,25 to 39,139
2022,Egypt,Africa North,Male,40 and over,35
2022,Egypt,Africa North,Male,17 and under,21
2022,Eritrea,Africa Sub-Saharan,Female,17 and under,9
2022,Eritrea,Africa Sub-Saharan,Female,18 to 24,5
2022,Eritrea,Africa Sub-Saharan,Female,25 to 39,8
2022,Eritrea,Africa Sub-Saharan,Male,17 and under,15
2022,Eritrea,Africa Sub-Saharan,Female,17 and under,3
2022,Eritrea,Africa Sub-Saharan,Female,18 to 24,33
2022,Eritrea,Africa Sub-Saharan,Female,25 to 39,44
2022,Eritrea,Africa Sub-Saharan,Female,40 and over,8
2022,Eritrea,Africa Sub-Saharan,Male,17 and under,6
2022,Eritrea,Africa Sub-Saharan,Male,18 to 24,116
2022,Eritrea,Africa Sub-Saharan,Male,25 to 39,162
2022,Eritrea,Africa Sub-Saharan,Male,40 and over,12
2022,Eritrea,Africa Sub-Saharan,Female,17 and under,14
2022,Eritrea,Africa Sub-Saharan,Male,17 and under,21
2022,Eritrea,Africa Sub-Saharan,Male,18 to 24,1
2022,Eritrea,Africa Sub-Saharan,Male,25 to 39,1
2022,Ethiopia,Africa Sub-Saharan,Female,17 and under,2
2022,Ethiopia,Africa Sub-Saharan,Female,18 to 24,1
2022,Ethiopia,Africa Sub-Saharan,Female,25 to 39,1
2022,Ethiopia,Africa Sub-Saharan,Female,18 to 24,4
2022,Ethiopia,Africa Sub-Saharan,Female,25 to 39,5
2022,Ethiopia,Africa Sub-Saharan,Female,40 and over,1
2022,Ethiopia,Africa Sub-Saharan,Male,17 and under,2
2022,Ethiopia,Africa Sub-Saharan,Male,18 to 24,20
2022,Ethiopia,Africa Sub-Saharan,Male,25 to 39,49
2022,Ethiopia,Africa Sub-Saharan,Male,40 and over,1
2022,Ethiopia,Africa Sub-Saharan,Female,17 and under,1
2022,Ethiopia,Africa Sub-Saharan,Male,17 and under,1
2022,Gambia,Africa Sub-Saharan,Male,18 to 24,3
2022,Georgia,Europe Other,Female,17 and under,1
2022,Georgia,Europe Other,Female,18 to 24,1
2022,Georgia,Europe Other,Female,25 to 39,3
2022,Georgia,Europe Other,Female,40 and over,2
2022,Georgia,Europe Other,Female,18 to 24,1
2022,Georgia,Europe Other,Female,25 to 39,1
2022,Georgia,Europe Other,Female,40 and over,5
2022,Georgia,Europe Other,Male,18 to 24,9
2022,Georgia,Europe Other,Male,25 to 39,79
2022,Georgia,Europe Other,Male,40 and over,22
2022,Georgia,Europe Other,Unknown,25 to 39,1
2022,Germany,EU 14,Male,17 and under,1
2022,Guinea,Africa Sub-Saharan,Male,17 and under,1
2022,Guinea,Africa Sub-Saharan,Male,18 to 24,1
2022,Guinea,Africa Sub-Saharan,Male,25 to 39,1
2022,Guinea,Africa Sub-Saharan,Male,17 and under,1
2022,India,Asia South,Female,25 to 39,1
2022,India,Asia South,Female,25 to 39,2
2022,India,Asia South,Male,18 to 24,176
2022,India,Asia South,Male,25 to 39,234
2022,India,Asia South,Male,40 and over,44
2022,India,Asia South,Unknown,18 to 24,3
2022,India,Asia South,Unknown,25 to 39,2
2022,India,Asia South,Male,17 and under,1
2022,Iran,Middle East,Female,17 and under,69
2022,Iran,Middle East,Female,18 to 24,16
2022,Iran,Middle East,Female,25 to 39,81
2022,Iran,Middle East,Female,40 and over,14
2022,Iran,Middle East,Male,17 and under,100
2022,Iran,Middle East,Male,18 to 24,1
2022,Iran,Middle East,Male,25 to 39,3
2022,Iran,Middle East,Male,40 and over,2
2022,Iran,Middle East,Unknown,17 and under,1
2022,Iran,Middle East,Female,18 to 24,17
2022,Iran,Middle East,Female,25 to 39,88
2022,Iran,Middle East,Female,40 and over,26
2022,Iran,Middle East,Male,17 and under,63
2022,Iran,Middle East,Male,18 to 24,375
2022,Iran,Middle East,Male,25 to 39,684
2022,Iran,Middle East,Male,40 and over,153
2022,Iran,Middle East,Unknown,25 to 39,3
2022,Iran,Middle East,Female,17 and under,1
2022,Iran,Middle East,Male,17 and under,153
2022,Iraq,Middle East,Female,17 and under,112
2022,Iraq,Middle East,Female,18 to 24,24
2022,Iraq,Middle East,Female,25 to 39,97
2022,Iraq,Middle East,Female,40 and over,22
2022,Iraq,Middle East,Male,17 and under,156
2022,Iraq,Middle East,Male,18 to 24,1
2022,Iraq,Middle East,Female,17 and under,2
2022,Iraq,Middle East,Female,18 to 24,12
2022,Iraq,Middle East,Female,25 to 39,39
2022,Iraq,Middle East,Female,40 and over,26
2022,Iraq,Middle East,Male,17 and under,18
2022,Iraq,Middle East,Male,18 to 24,280
2022,Iraq,Middle East,Male,25 to 39,359
2022,Iraq,Middle East,Male,40 and over,69
2022,Iraq,Middle East,Unknown,18 to 24,1
2022,Iraq,Middle East,Male,17 and under,46
2022,Ivory Coast,Africa Sub-Saharan,Male,25 to 39,1
2022,Jordan,Middle East,Male,25 to 39,1
2022,Kosovo,Europe Other,Male,18 to 24,2
2022,Kosovo,Europe Other,Male,25 to 39,2
2022,Kuwait,Middle East,Female,17 and under,2
2022,Kuwait,Middle East,Female,25 to 39,2
2022,Kuwait,Middle East,Female,40 and over,1
2022,Kuwait,Middle East,Male,17 and under,6
2022,Kuwait,Middle East,Female,25 to 39,2
2022,Kuwait,Middle East,Female,40 and over,1
2022,Kuwait,Middle East,Male,17 and under,1
2022,Kuwait,Middle East,Male,18 to 24,8
2022,Kuwait,Middle East,Male,25 to 39,34
2022,Kuwait,Middle East,Male,40 and over,12
2022,Kuwait,Middle East,Male,17 and under,1
2022,Lebanon,Middle East,Male,18 to 24,3
2022,Lebanon,Middle East,Male,25 to 39,4
2022,Libya,Africa North,Male,18 to 24,5
2022,Libya,Africa North,Male,25 to 39,14
2022,Libya,Africa North,Male,40 and over,3
2022,Mali,Africa Sub-Saharan,Male,17 and under,1
2022,Mali,Africa Sub-Saharan,Male,18 to 24,3
2022,Mauritania,Africa North,Male,25 to 39,2
2022,Moldova,Europe Other,Female,17 and under,1
2022,Moldova,Europe Other,Female,25 to 39,1
2022,Morocco,Africa North,Female,25 to 39,1
2022,Morocco,Africa North,Male,18 to 24,1
2022,Morocco,Africa North,Male,25 to 39,6
2022,Nigeria,Africa Sub-Saharan,Female,18 to 24,1
2022,Nigeria,Africa Sub-Saharan,Female,25 to 39,1
2022,Nigeria,Africa Sub-Saharan,Male,18 to 24,1
2022,Nigeria,Africa Sub-Saharan,Male,25 to 39,5
2022,Nigeria,Africa Sub-Saharan,Male,40 and over,1
2022,Occupied Palestinian Territories,Middle East,Female,17 and under,5
2022,Occupied Palestinian Territories,Middle East,Female,25 to 39,1
2022,Occupied Palestinian Territories,Middle East,Male,17 and under,3
2022,Occupied Palestinian Territories,Middle East,Male,25 to 39,4
2022,Occupied Palestinian Territories,Middle East,Male,40 and over,4
2022,Occupied Palestinian Territories,Middle East,Male,17 and under,1
2022,Pakistan,Asia South,Male,17 and under,1
2022,Pakistan,Asia South,Male,18 to 24,16
2022,Pakistan,Asia South,Male,25 to 39,28
2022,Pakistan,Asia South,Male,40 and over,4
2022,Pakistan,Asia South,Unknown,25 to 39,1
2022,Pakistan,Asia South,Male,17 and under,1
2022,Qatar,Middle East,Male,25 to 39,1
2022,Russia,Europe Other,Male,25 to 39,2
2022,Senegal,Africa Sub-Saharan,Male,18 to 24,2
2022,Senegal,Africa Sub-Saharan,Male,25 to 39,1
2022,Sierra Leone,Africa Sub-Saharan,Male,18 to 24,2
2022,Sierra Leone,Africa Sub-Saharan,Male,40 and over,1
2022,Somalia,Africa Sub-Saharan,Female,25 to 39,1
2022,Somalia,Africa Sub-Saharan,Female,18 to 24,1
2022,Somalia,Africa Sub-Saharan,Male,17 and under,2
2022,Somalia,Africa Sub-Saharan,Male,18 to 24,5
2022,Somalia,Africa Sub-Saharan,Male,25 to 39,10
2022,South Sudan,Africa Sub-Saharan,Male,17 and under,3
2022,South Sudan,Africa Sub-Saharan,Male,18 to 24,14
2022,South Sudan,Africa Sub-Saharan,Male,25 to 39,3
2022,South Sudan,Africa Sub-Saharan,Female,17 and under,1
2022,South Sudan,Africa Sub-Saharan,Male,17 and under,6
2022,Sri Lanka,Asia South,Female,17 and under,2
2022,Sri Lanka,Asia South,Female,25 to 39,1
2022,Sri Lanka,Asia South,Female,40 and over,1
2022,Sri Lanka,Asia South,Male,18 to 24,6
2022,Sri Lanka,Asia South,Male,25 to 39,37
2022,Sri Lanka,Asia South,Male,40 and over,3
2022,Stateless,Other,Male,17 and under,3
2022,Stateless,Other,Male,18 to 24,3
2022,Stateless,Other,Male,25 to 39,9
2022,Stateless,Other,Male,40 and over,2
2022,Stateless,Other,Male,17 and under,1
2022,Sudan,Africa North,Female,17 and under,4
2022,Sudan,Africa North,Female,25 to 39,2
2022,Sudan,Africa North,Female,40 and over,1
2022,Sudan,Africa North,Male,17 and under,26
2022,Sudan,Africa North,Male,18 to 24,181
2022,Sudan,Africa North,Male,25 to 39,141
2022,Sudan,Africa North,Male,40 and over,9
2022,Sudan,Africa North,Male,17 and under,62
2022,Sudan,Africa North,Male,18 to 24,3
2022,Syria,Middle East,Female,17 and under,10
2022,Syria,Middle East,Female,18 to 24,2
2022,Syria,Middle East,Female,25 to 39,10
2022,Syria,Middle East,Female,40 and over,1
2022,Syria,Middle East,Male,17 and under,25
2022,Syria,Middle East,Female,18 to 24,5
2022,Syria,Middle East,Female,25 to 39,5
2022,Syria,Middle East,Female,40 and over,3
2022,Syria,Middle East,Male,17 and under,16
2022,Syria,Middle East,Male,18 to 24,288
2022,Syria,Middle East,Male,25 to 39,264
2022,Syria,Middle East,Male,40 and over,44
2022,Syria,Middle East,Male,17 and under,55
